preparation,uuid,template_title,template_type,template_number,parent_wtno_i,wtno_i,mutation,mutator,status,mutation_time,created_by,created_date
 , ,CAAV-F586-SECTION5-B1-123.1,J,123.1, ,370'528,19'823,VJC2741,0,14978249,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-123.2,J,123.2, ,370'529,19'823,VJC2741,0,14978277,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-123.3,J,123.3, ,370'530,19'823,VJC2741,0,14978304,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-123.4,J,123.4, ,370'531,19'823,VJC2741,0,14978331,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-123.5,J,123.5, ,370'532,19'823,VJC2741,0,14978358,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-124.1,J,124.1, ,370'533,19'823,VJC2741,0,14978386,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-124.2,J,124.2, ,370'534,19'823,VJC2741,0,14978415,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-124.3,J,124.3, ,370'535,19'823,VJC2741,0,14978442,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-125.1,J,125.1, ,370'536,19'823,VJC2741,0,14978470,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-125.2,J,125.2, ,370'537,19'823,VJC2741,0,14978498,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-126.1,J,126.1, ,370'538,19'823,VJC2741,0,14978525,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-126.2,J,126.2, ,370'539,19'823,VJC2741,0,14978552,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-127.1,J,127.1, ,370'540,19'823,VJC2741,0,14978580,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-127.2,J,127.2, ,370'541,19'823,VJC2741,0,14978607,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-128,J,128, ,370'542,19'823,VJC2741,0,14978634,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-129.1,J,129.1, ,370'543,19'823,VJC2741,0,14978662,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-129.2,J,129.2, ,370'544,19'823,VJC2741,0,14978689,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-129.3,J,129.3, ,370'545,19'823,VJC2741,0,14978716,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-129.4,J,129.4, ,370'546,19'823,VJC2741,0,14978744,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-130,J,130, ,370'547,19'823,VJC2741,0,14978771,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-131,J,131, ,370'548,19'823,VJC2741,0,14978798,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-132.1,J,132.1, ,370'549,19'823,VJC2741,0,14978825,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-132.2,J,132.2, ,370'550,19'823,VJC2741,0,14978853,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-133.1,J,133.1, ,370'551,19'823,VJC2741,0,14978880,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-133.2,J,133.2, ,370'552,19'823,VJC2741,0,14978908,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-134.1,J,134.1, ,370'553,19'823,VJC2741,0,14978935,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-134.2,J,134.2, ,370'554,19'823,VJC2741,0,14978962,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-135.1,J,135.1, ,370'555,19'823,VJC2741,0,14978990,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-135.2,J,135.2, ,370'556,19'823,VJC2741,0,14979018,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-135.3,J,135.3, ,370'557,19'823,VJC2741,0,14979047,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-136,J,136, ,370'558,19'823,VJC2741,0,14979075,VJC2741,19'823
 , ,CAAV-F586-SECTION5-B1-137,J,137, ,370'559,19'823,VJC2741,0,14979102,VJC2741,19'823
